id,src_len,source,reference,hypothesis,bleu
58,15,"Ich hatte einen besseren Lebenslauf , als ich gerade die Uni abgeschlossen hatte . ""","I had a better résumé the day after I graduated from college . ""","i had a better than when i had completed . """,13.35
59,20,"Und danach hört es sich so an : "" In meinen 20ern war Partnersuche wie die Reise nach Jerusalem .","And then it starts to sound like this : "" Dating in my 20s was like musical chairs .","and afterwards it like this : "" my my was just like the journey . jerusalem .",15.59
60,24,"Alle liefen umher und hatten Spaß , aber dann mit 30 ging die Musik plötzlich aus und jeder fing an , sich hinzusetzen .","Everybody was running around and having fun , but then sometime around 30 it was like the music turned off and everybody started sitting down .","all all around , , fun , and then went to and and and began to .",3.68
61,32,"Ich wollte nicht die Einzige sein , die stehen blieb . Ich denke manchmal , ich habe meinen Mann geheiratet , weil er in meinen 30ern der nächste Stuhl war . ""","I did n't want to be the only one left standing up , so sometimes I think I married my husband because he was the closest chair to me at 30 . ""","i did n't want the only one ; i think i i , i my my , because he was in my 30s .",10.06
62,9,Wo sind die Leute in den 20ern hier ?,Where are the twentysomethings here ?,where are people in the ?,10.68
63,4,Macht das nicht .,Do not do that .,does n't .,14.13
64,20,"Ok , das ist zwar leicht gesagt , aber macht keinen Fehler , denn es geht um sehr viel .","Okay , now that sounds a little flip , but make no mistake , the stakes are very high .","ok , that 's easy , but no better , because it 's very much .",5.39
65,44,"Wenn vieles auf die 30er übertragen worden ist , gibt es da einen enormen Druck , in den 30ern schnell eine Karriere zu starten , eine Stadt auszuwählen , einen Partner und zwei oder drei Kinder zu haben in einer viel kürzeren Zeitspanne .","When a lot has been pushed to your 30s , there is enormous thirtysomething pressure to jump - start a career , pick a city , partner up , and have two or three kids in a much shorter period of time .","if a lot of the distance is the , there 's a enormous pressure to go into the the fast fast , a city , a city , a partner and two three kids three three .",6.83
66,22,Viele dieser Dinge sind inkompatibel und wie Forschungsergebnisse jetzt zeigen einfach mühsamer und stressiger so alles auf einmal in den 30ern .,"Many of these things are incompatible , and as research is just starting to show , simply harder and more stressful to do all at once in our 30s .",many of these things are like and like just now and and and and and everything in in the .,8.9
67,12,"Die Post-Milleniums-Midlife-Krise bedeutet nicht , sich einen roten Sportwagen zu kaufen .",The post - millennial midlife crisis is n't buying a red sports car .,the does n't mean to buy red red .,3.6
68,17,"Es bedeutet , dass man die Karriere , die man machen will , nicht machen kann .",It 's realizing you ca n't have that career you now want .,it means you you the career you want to do .,7.86
69,24,"Zu merken , dass man dieses Kind nicht haben kann , das man haben will , oder dem Kind keine Geschwister geben kann .","It 's realizing you ca n't have that child you now want , or you ca n't give your child a sibling .",remember that you ca n't have that child you have to be or or child child .,26.75
70,35,"Zu viele Leute in den 30ern und 40ern schauen auf sich selbst und auf mich und sagen über ihre 20er : "" Was habe ich da gemacht ? Was habe ich bloß gedacht ? ""","Too many thirtysomethings and fortysomethings look at themselves , and at me , sitting across the room , and say about their 20s , "" What was I doing ? What was I thinking ? ""","too many people in the and and look at yourself and and say , "" what i did ? what i i thought ? """,4.38
71,14,"Ich möchte das ändern , was Leute in den 20ern tun und denken .",I want to change what twentysomethings are doing and thinking .,i want to change what people in the do do .,24.81
72,13,"Dies ist eine Geschichte , die zeigt , wie es ablaufen kann .",Here 's a story about how that can go .,this is a story that shows how it can .,11.04
73,7,Es ist die Geschichte von Emma .,It 's a story about a woman named Emma .,it 's the story .,5.17
74,23,"Emma kam in mein Büro , als sie 25 war , weil sie , wie sie es ausdrückte , eine Identitätskrise hatte .","At 25 , Emma came to my office because she was , in her words , having an identity crisis .","i came back to my office when she was 25 because she was it , a an . .",13.27
75,31,"Sie sagte , sie würde gerne im Bereich Kunst arbeiten oder im Entertainment , aber sie hätte sich noch nicht entschieden , deshalb hätte sie in den vergangenen Jahren gekellnert .","She said she thought she might like to work in art or entertainment , but she had n't decided yet , so she 'd spent the last few years waiting tables instead .","she said she 'd like to work in in art , or but but not , decided to have thought in the last .",12.19
76,22,"Weil das billiger war , lebte sie mit ihrem Freund zusammen , der mehr sein Temperament als seine Ambitionen walten ließ .","Because it was cheaper , she lived with a boyfriend who displayed his temper more than his ambition .","because the was was , her her her her who was more his his than his its . .",5.73
77,15,"Und obwohl ihre 20er hart waren , waren ihre Jahre davor noch viel schlimmer .","And as hard as her 20s were , her early life had been even harder .",and even their their hard were were much worse .,3.26
78,30,"Sie weinte oft in den Sitzungen , aber dann sammelte sie sich und sagte : "" Deine Familie kannst du dir nicht aussuchen , aber deine Freunde schon "" .","She often cried in our sessions , but then would collect herself by saying , "" You ca n't pick your family , but you can pick your friends . ""","they were often in the the , but they decided and said , "" your family ca n't you , but your friends .",9.09
79,15,Eines Tages kam Emma sehr niedergeschlagen an und weinte fast die ganze Stunde lang .,"Well one day , Emma comes in and she hangs her head in her lap , and she sobbed for most of the hour .","one day , very late at and and almost all hour hour .",6.25
80,43,"Sie hatte sich ein Adressbuch gekauft und sie verbrachte den ganzen Morgen damit , ihre vielen Kontakte einzutragen , aber dann starrte sie auf die leere Stelle , die nach den Wörtern kam : "" Im Notfall benachrichtigen Sie bitte ... "" .","She 'd just bought a new address book , and she 'd spent the morning filling in her many contacts , but then she 'd been left staring at that empty blank that comes after the words "" In case of emergency , please call ... . ""","she had a a , and she spent the entire morning , her many , , , but then she looked at the blank place that came up , "" in the mind . please please . """,9.79
81,26,"Sie war fast hysterisch , als sie mich ansah und sagte : "" Wer wird für mich da sein , wenn ich einen Autounfall habe ?","She was nearly hysterical when she looked at me and said , "" Who 's going to be there for me if I get in a car wreck ?","she was almost , when she looked at me and said , "" who will be going to be there ?",35.44
82,11,"Wer wird mich versorgen , wenn ich Krebs habe ? ""","Who 's going to take care of me if I have cancer ? ""","who will going to be cancer ? """,12.21
83,17,"In dem Moment musste ich mich zusammenreißen , um nicht zu sagen : "" Ich "" .","Now in that moment , it took everything I had not to say , "" I will . ""","i moment i had to tell me , "" i . """,6.15
84,15,"Aber Emma brauchte keine Therapeutin , die sich wirklich , wirklich um sie kümmerte .","But what Emma needed was n't some therapist who really , really cared .",but no needed no really needed really really to them .,4.04
85,14,"Emma brauchte ein besseres Leben und ich wusste , dies war ihre Chance .","Emma needed a better life , and I knew this was her chance .",i needed a better life and i knew this was her opportunity .,37.87
86,24,"Ich hatte seit meiner ersten Patientin Alex zu viel dazugelernt , um nur zuzusehen , wie Emmas ausschlaggebendes Jahrzehnt sich in Wohlgefallen auflöste .",I had learned too much since I first worked with Alex to just sit there while Emma 's defining decade went parading by .,"i had a lot of my , to to , just how much media media were in .",2.3
87,26,"In den nächsten Wochen und Monaten gab ich Emma drei Ratschläge , die jeder 20-jährige , egal , ob Mann oder Frau , hören sollte .","So over the next weeks and months , I told Emma three things that every twentysomething , male or female , deserves to hear .","in the next weeks months months , i got three three , , every every every , whether man or man .",8.59
88,18,"Erstens , erzählte ich Emma , sie hätte keine Identitätskrise , sie solle sich vielmehr ein Identitätskapital aneignen","First , I told Emma to forget about having an identity crisis and get some identity capital .","first , i told , she did n't have a , she 's a a .",2.84
89,15,"Damit meinte ich , sie solle sich etwas suchen , das sie weiterbringen würde .","By get identity capital , I mean do something that adds value to who you are .",so i i to look you something that would you .,5.46
90,21,"Macht etwas , das für euch eine Investition ist , investiert in etwas , was ihr als Nächstes sein wollt .",Do something that 's an investment in who you might want to be next .,it 's something that you you a investment investment is something something you want to be next .,25.28
91,26,"Ich wusste nichts über Emmas beruflichen Werdegang und keiner weiß , wie die Zukunft der Arbeit aussieht . Aber ich weiß : Identitätskapital erzeugt Identitätskapital .","I did n't know the future of Emma 's career , and no one knows the future of work , but I do know this : Identity capital begets identity capital .","i knew nothing about sexual happy , no no knows how the future of work . but i know , consumers .",8.84
92,21,"Jetzt ist also die Zeit für diesen internationalen Job , dieses Praktikum , diesen Startup , den ihr versuchen wolltet .","So now is the time for that cross - country job , that internship , that startup you want to try .","so now the time for this international job , this this this this this that to try to .",10.34
93,24,"Ich schmälere hier nicht die Entdeckungsreisen der 20er aber schon die , die nicht zählen , die übrigens auch gar keine Entdeckungsreisen sind .","I 'm not discounting twentysomething exploration here , but I am discounting exploration that 's not supposed to count , which , by the way , is not exploration .","i do n't believe the the the the the but the n't count , who 's not .",3.59
94,4,Das ist Prokastination .,That 's procrastination .,this is enormous .,15.97
95,14,"Ich sagte zu Emma : Erkunde die Arbeitswelt , aber mach was draus .",I told Emma to explore work and make it count .,"i said , "" go down , but do what .",3.75
96,11,"Zweitens , sagte ich : die urbane Sippschaft ist überbewertet .","Second , I told Emma that the urban tribe is overrated .","secondly , i think the urban is is .",8.59
97,50,"Gute Freunde sind prima , um zum Flughafen zu kommen , aber 20er , die aufeinander hocken mit Leuten , die so denken wie sie , grenzen damit ein , wen sie kennenlernen , was sie kennenlernen , wie sie denken , wie sie sprechen und wo sie arbeiten .","Best friends are great for giving rides to the airport , but twentysomethings who huddle together with like - minded peers limit who they know , what they know , how they think , how they speak , and where they work .","good friends are good for to come to airport airport , but , , the the people with people who people like , , , , , , they they , , what they think they they work and they work .",10.04
98,17,"Dieses neue Etwas , diese neue Person zum Verabreden kommt meistens von außerhalb des eigenen Umfelds .","That new piece of capital , that new person to date almost always comes from outside the inner circle .",this new new new new new the the of the outside .,2.72
99,18,"Neue Dinge entstehen aus sog. "" schwachen Bündnissen "" , also von Freunden von Freunden der Freunde .","New things come from what are called our weak ties , our friends of friends of friends .","new things emerge from from "" and "" friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends .",3.51
100,14,Es stimmt : Die Hälfte der 20er ist unterbeschäftigt oder gar nicht beschäftigt .,"So yes , half of twentysomethings are un- or under - employed .",it 's true half the 's not or or .,4.09
101,15,Aber die andere Hälfte ist es nicht und schwache Bündnisse haben sie dort hingebracht .,"But half are n't , and weak ties are how you get yourself into that group .","but half half is not , and weak have have .",9.19
102,25,"Die Hälfte der Jobs sind nie ausgeschrieben worden . Wenn ihr also den Chef eures Nachbarn kontaktiert , erhaltet ihr einen nicht ausgeschriebenen Job .","Half of new jobs are never posted , so reaching out to your neighbor 's boss is how you get that un - posted job .","half jobs jobs never have . . so if you give the the neighbors , , you do n't get a .",2.34
103,10,Das ist kein Betrug . So verbreiten sich Informationen .,It 's not cheating . It 's the science of how information spreads .,it 's not a . .,5.09
104,19,"Der letzte Rat : Emma glaubte , dass man die Familie nicht aussuchen könne , aber die Freunde .","Last but not least , Emma believed that you ca n't pick your family , but you can pick your friends .","the last advice : emma believed that you were n't to family family , but the friends .",12.6
105,32,"Dies stimmte für sie als sie aufwuchs , aber als 20er würde sie schon bald ihre eigene Familie aussuchen , wenn sie sich einen Partner aussuchte und eine eigene Familie gründete .","Now this was true for her growing up , but as a twentysomething , soon Emma would pick her family when she partnered with someone and created a family of her own .",this is true for them as but they would soon soon soon their family when they got a partner and a family family .,4.63
106,15,"Ich sagte ihr , die Zeit , eine neue Familie auszusuchen , wäre jetzt .",I told Emma the time to start picking your family is now .,"i told her time , family family family , would be .",4.41
107,26,"Ihr werdet vielleicht denken , dass es mit 30 besser ist , sich niederzulassen als mit 20 oder 25 , und ich stimme euch zu .","Now you may be thinking that 30 is actually a better time to settle down than 20 , or even 25 , and I agree with you .",you may be thinking that 30 30 is better than than 20 or 25 or and i agree .,21.24
108,26,"Aber irgendeinen , mit dem du schläfst oder lebst , in euer Leben zu lassen , wenn jeder auf Facebook heiratet , ist kein Fortschritt .",But grabbing whoever you 're living with or sleeping with when everyone on Facebook starts walking down the aisle is not progress .,"but , you you to you or or , in your life , everybody on facebook is not progress .",11.87
109,32,"Die beste Zeit , um eure Ehe zu planen , ist , bevor ihr eine habt und das bedeutet , genauso zielstrebig in der Liebe zu sein wie bei eurer Arbeitssuche .","The best time to work on your marriage is before you have one , and that means being as intentional with love as you are with work .","the best time to to your marriage marriage , before you have a a and and means means to be in love love in your . .",10.74
110,36,"Eure Familie auszusuchen , bedeutet , bewusst den und das auszusuchen , was ihr wollt , und nicht , weil es funktioniert , oder mit irgendjemand die Zeit totzuschlagen , der euch gerade ausgesucht hat .",Picking your family is about consciously choosing who and what you want rather than just making it work or killing time with whoever happens to be choosing you .,"your family family , means , the the and the the , you do n't , it does work , or working with the time that you just .",4.03
111,6,Was geschah also mit Emma ?,So what happened to Emma ?,so what happened with emma ?,17.97
112,23,"Wir gingen ihr Adressbuch durch und sie fand den Mitbewohner einer Cousine , der in einem anderen Bundesstaat in einem Museum arbeitete .","Well , we went through that address book , and she found an old roommate 's cousin who worked at an art museum in another state .","we went through , and she found the the of a a in another in in another museum in a museum .",15.17
113,12,"Dieses schwache Band half ihr , dort eine Arbeit zu bekommen .",That weak tie helped her get a job there .,this weak band helped helped to get a work .,10.55
114,19,"Dieses Arbeitsangebot gab ihr den Grund dafür , ihren Freund , mit dem sie lebte , zu verlassen .",That job offer gave her the reason to leave that live - in boyfriend .,this is why they gave their reason for her to she lived with .,3.95
115,12,"Jetzt , fünf Jahre später , ist sie Event-Planerin für Museen .","Now , five years later , she 's a special events planner for museums .","now , five years later , they 're for museums .",32.62
116,12,"Sie hat einen Mann geheiratet , den sie bewusst gewählt hat .",She 's married to a man she mindfully chose .,she has a man who named elected .,10.23
117,39,"Sie liebt ihre neue Karriere und ihre neue Familie und sie sandt mir eine Karte , in der stand : "" Jetzt ist die Zeile : ' im Notfall wenden Sie sich an ' nicht groß genug . ""","She loves her new career , she loves her new family , and she sent me a card that said , "" Now the emergency contact blanks do n't seem big enough . ""","she loves her new and her new family and and she gave me a card , "" now , "" the the , "" do n't n't . """,16.89
118,21,"Emmas Geschichte klingt so , als wäre alles einfach . Aber das ist es , was ich an 20-jährigen liebe .","Now Emma 's story made that sound easy , but that 's what I love about working with twentysomethings .",sound history sounds like this is but it 's what i love to .,4.87
119,9,"Es ist so einfach , ihnen zu helfen .",They are so easy to help .,it 's so easy to help them .,36.56
120,18,"20-jährige sind wie startbereite Flugzeuge , die gerade den Flughafen verlassen und sich irgendwo nach Westen begeben .","Twentysomethings are like airplanes just leaving LAX , bound for somewhere west .","there are like like planes planes , the the the and and somewhere .",7.14
121,21,"Genau nach dem Start kann ein kleiner Kurswechsel den Unterschied machen , ob man in Alaska oder in Fidschi landet .","Right after takeoff , a slight change in course is the difference between landing in Alaska or Fiji .",it 's a a can make a difference make whether difference in alaska or in .,3.17
122,36,"Das gilt gleichermaßen für 21- , 25- oder 29-jährige , ein gutes Gespräch , ein toller Urlaub , ein inspirierender TEDTalk kann eine enorme Auswirkung noch über Jahre und sogar über kommende Generationen hinweg haben .","Likewise , at 21 or 25 or even 29 , one good conversation , one good break , one good TED Talk , can have an enormous effect across years and even generations to come .","the applies equally for for , or or , , a great conversation , a great , , a a can can a tremendous impact over over and over and generations .",3.2
123,15,"Dies ist eine Idee , die alle 20er erreichen sollte , die ihr kennt .",So here 's an idea worth spreading to every twentysomething you know .,this is an idea that all all the reach that you know .,14.46
124,14,"Es ist so einfach , wie das , was ich zu Alex sagte .",It 's as simple as what I learned to say to Alex .,it 's so just what i said to alex .,4.4
